pairID	gold_label	Sentence1	Sentence2	Explanation_1	Sentence1_si	Sentence2_si	Explanation_1_si
4814330143.jpg#3r1e	entailment	Asians are eating at some cafeteria.	Asians are eating at a table.	Asians are eating at a cafeteria, so they are at a table.	Azijci jedo v neki kavarni.	Azijci jedo za mizo.	Azijci jedo v kavarni, torej so za mizo.
42637987.jpg#4r1e	entailment	The man sits with his dog on a bench in a park.	A man sits with his dog.	Both subjects sits with their dogs	Moški sedi s svojim psom na klopi v parku.	Moški sedi s svojim psom.	Oba subjekta sedita s svojima psoma
1493598687.jpg#1r3e	entailment	A young man flips up a welders' mask as a young girl looks on, a six-pack, barbecue, and chalk message in the background.	A man in a welders mask is near a barbecue and little girl.	Little girl is a rephrasing of young girl. If he flips up a welders mask, he would be in a welders mask.	Mladenič dvigne masko varilca, medtem ko ga gleda mlado dekle, v ozadju pa sporočilo s šestimi kozarci, žarom in kredo.	Moški v maski varilca je blizu žara in deklice.	Deklica je preoblikovana beseda mlado dekle. Če obrne masko varilca, bi bil v maski varilca.
2550646414.jpg#2r1e	entailment	Man with black shirt, making dinner, looking at the camera while cutting meat.	A man is making dinner.	The man must be making dinner if he is cutting meat.	Moški s črno srajco, pripravlja večerjo, gleda v kamero med rezanjem mesa.	Moški pripravlja večerjo.	Moški mora pripravljati večerjo, če reže meso.
3320154278.jpg#4r1n	neutral	A man helping a boy ride a bicycle.	An uncle is helping his nephew with his bike.	Not every man with a boy is an uncle and his nephew.	Moški pomaga fantu pri vožnji s kolesom.	Stric pomaga nečaku s kolesom.	Ni vsak moški s fantom stric in njegov nečak.
2085284792.jpg#0r1n	neutral	People milling around acting as if they are waiting for an answer from someone or something.	A crowd awaiting an anouncement.	There is nothing to suggest that there is a crowd awaiting an anouncement.	Ljudje se gibljejo naokoli in se obnašajo, kot da čakajo na odgovor nekoga ali nečesa.	Množica čaka na napoved.	Nič ne kaže na to, da obstaja množica ljudi, ki čakajo na napoved.
5133656004.jpg#3r4n	neutral	a dog chilling on a bench while he has two biker observing him	Two men are watching their dog take a break after a run	The dog can be on the bench for any reason, nothing implies that the reason the dog is on the bench is to take a break after a run.	pes, ki se hladi na klopi, medtem ko ga dva motorista opazujeta	Dva moška opazujeta svojega psa, kako si oddahne po teku	Pes je lahko na klopi iz kakršnega koli razloga, nič ne pomeni, da je pes na klopi zato, da si vzame odmor po teku.
4569656361.jpg#3r1e	entailment	Two people in sunglasses sitting and talking over a cigarette.	The people in sunglasses are chatting and having a smoke.	Chatting implies talking. There are people talking.	Dve osebi s sončnimi očali sedita in se pogovarjata ob cigareti.	Ljudje v sončnih očalih klepetajo in kadijo.	Klepetanje pomeni pogovor. Obstajajo ljudje, ki govorijo.
3687537196.jpg#3r1c	contradiction	A DJ is spinning tracks at a club.	The DJ is practicing at home.	DJ can't be at a club while also at home	DJ vrti skladbe v klubu.	DJ vadi doma.	DJ ne more biti v klubu, ko je tudi doma
2497747805.jpg#0r3e	entailment	A young man is' heading' a ball while on the beach, another young man, in the background, looks at him.	A young man is 'heading' a ball.	Sentence 2 is the same as the first part of sentence 1. A young man is heading a ball appears in both sentences.	Mlad moški na plaži igra žogo z glavo, drug mladenič v ozadju ga gleda.	Mladenič igra žogo z glavo.	2. stavek je enak prvemu delu 1. stavka. V obeh stavkih se pojavi mladenič z glavo z žogo.
3315110972.jpg#2r1n	neutral	A stork flying low over the water.	The stork is hunting for fish.	Hunting for fish is not the only reason for a stork to fly low over the water.	Štorklja, ki leti nizko nad vodo.	Štorklja lovi ribe.	Lov na ribe ni edini razlog, da štorklja leti nizko nad vodo.
2410320522.jpg#2r1c	contradiction	A big dog holds its paw out to keep another dog at bay.	Two cats sleep in front of a fireplace with no other animals around.	Dogs are not cats.	Velik pes iztegne taco, da zadrži drugega psa.	Dve mački spita pred kaminom brez drugih živali.	Psi niso mačke.
1553023640.jpg#4r1e	entailment	A boy picking a pumpkin at a pumpkin patch.	The boy picks up a pumpkin.	boy picking a pumpkin is same as boy picks up a pumpkin	Fant obira bučo na bučišču.	Fant pobere bučo.	fant nabira bučo je enako kot fant nabira bučo
3703188393.jpg#3r1n	neutral	A woman is standing up on a bus.	The woman is going home.	Not all woman standing up on a bus is going home.	Ženska stoji na avtobusu.	Ženska gre domov.	Vse ženske, ki stojijo na avtobusu, ne gredo domov.
1808370027.jpg#3r1n	neutral	The dog swims towards a waterfall.	Dog swimming towards a waterfall where his owner is.	The owner does cannot be inferred to be next to a waterfall.	Pes plava proti slapu.	Pes plava proti slapu, kjer je njegov lastnik.	Lastnika ni mogoče sklepati, da je ob slapu.
4461519605.jpg#4r1e	entailment	A middle eastern man walking across a street.	A man walking across a street.	The man is middle eastern.	Moški z Bližnjega vzhoda, ki hodi čez cesto.	Moški, ki hodi čez cesto.	Človek je Bližnjega vzhoda.
4827541516.jpg#2r1n	neutral	A child is running through a sprinkler.	A child is having fun in the sprinkler.	Running through a sprinkler does not imply having fun.	Otrok teče skozi škropilnico.	Otrok se zabava v špricerju.	Tekanje skozi škropilnico ne pomeni zabave.
759003091.jpg#0r4c	contradiction	A boy wearing khaki pants and a sports team jersey is jumping down the stairs outside.	A dog bites the mailman.	A boy jumping down the stairs can't be described as being a dog biting the mailman.	Fant v kaki hlačah in dresu športne ekipe skače po stopnicah zunaj.	Pes ugrizne poštarja.	Dečka, ki skače po stopnicah, ni mogoče opisati kot psa, ki ugrizne poštarja.
2999162229.jpg#3r1e	entailment	A girl in an orange shirt lights candles.	A girl is wearing an orange shirt.	In an orange shirt tell that she is wearing it.	Dekle v oranžni srajci prižiga sveče.	Deklica nosi oranžno srajco.	V oranžni srajci povejte, da jo nosi.
4895017117.jpg#4r1e	entailment	A man vacuums a bedroom in his bare feet.	There is a person cleaning.	A person can be a man and cleaning involves him vacuums.	Moški bos sesa spalnico.	Tam je oseba, ki čisti.	Človek je lahko moški in čiščenje vključuje njegove sesalnike.
124390903.jpg#4r5n	neutral	a fat lady feeding her young daughter.	The child is a boy.	It can't be assumed whether a child is a boy or a girl.	debela dama hrani svojo mlado hčerko.	Otrok je deček.	Ni mogoče sklepati, ali je otrok deček ali deklica.
1504104816.jpg#0r1c	contradiction	A young man adjusts his clothing while others dive and swim in a lake.	A naked man is diving into the lake.	You can't be naked if you are wearing clothing.	Mladenič popravlja svoja oblačila, medtem ko se drugi potapljajo in plavajo v jezeru.	Goli moški se potaplja v jezero.	Ne moreš biti gol, če nosiš oblačila.
2500354186.jpg#2r1e	entailment	A young boy is carrying tire rubber down a dirty road.	A boy is carrying tire rubber down the road.	A young boy can be commonly referred to as a boy.  A dirty road is still a road.	Mlad fant nosi gumo za pnevmatike po umazani cesti.	Fant nosi gumo po cesti.	Mladega fanta lahko običajno imenujemo fant. Umazana cesta je še vedno cesta.
3489152432.jpg#4r1e	entailment	A pitcher throwing a ball on a baseball field.	The pitcher is outdoors.	The pitcher throwing a ball on a baseball field can only be outside	Vrč meče žogo na bejzbolskem igrišču.	Vrč je na prostem.	Vrč, ki meče žogo na baseball igrišču, je lahko samo zunaj
1584315962.jpg#0r3n	neutral	With a pack and ski pole on the ground, a man wearing a winter coat is holding a tent while other tents are already set up.	the man is an eskimo	every man does not have a winter coat.	Z nahrbtnikom in smučarsko palico na tleh moški v zimskem plašču drži šotor, drugi šotori pa so že postavljeni.	moški je eskim	vsak moški nima zimskega plašča.
168536743.jpg#2r1e	entailment	A man in a red coat is driving a vehicle.	A man wears a coat.	A coat is worn by a man.	Moški v rdečem plašču vozi vozilo.	Moški nosi plašč.	Plašč nosi moški.
1348957576.jpg#3r2n	neutral	The man and woman are sitting by the boats.	A couple hold hands beside some boats	Not every man and woman is a couple. There is no indication the man and woman are holding hands.	Moški in ženska sedita pri čolnih.	Par se drži za roke ob nekaterih čolnih	Nista vsak moški in ženska par. Nič ne kaže, da se moški in ženska držita za roke.
3319899418.jpg#3r1n	neutral	Someone snowboards up the roof of a barn.	Someone is doing a trick on a snowboard.	Just because someone snowboards up the roof of a barn they do not have to be doing a trick.	Nekdo se s snežno desko povzpne na streho hleva.	Nekdo izvaja trik na snežni deski.	Samo zato, ker se nekdo s snežno desko povzpne na streho hleva, ni nujno, da izvaja trik.
4578161441.jpg#3r1c	contradiction	A boy gives a shy smile through gaps in a fence.	The boy frowned through the fence.	a smile is not a frown.	Deček se sramežljivo nasmehne skozi vrzeli v ograji.	Fant se je namrščil skozi ograjo.	nasmeh ni namrščenost.
7430281548.jpg#4r1n	neutral	equestrian competing in a competition	They are wearing English garb.	Competing does not imply wearing English garb.	konjenik, ki tekmuje na tekmovanju	Nosijo angleška oblačila.	Tekmovanje ne pomeni nošenja angleških oblačil.
4816813345.jpg#2r1n	neutral	A man in white wearing headphones walking down the sidewalk.	A sad man in white wearing headphones walking down the sidewalk.	Not every man is a sad man.	Moški v belem s slušalkami na glavi hodi po pločniku.	Žalosten moški v belem s slušalkami na glavi hodi po pločniku.	Ni vsak človek žalosten človek.
1604212051.jpg#4r1c	contradiction	A boy skateboarding on a pier during sunset.	A boy is washing a car in a driveway with the sun high in the sky.	One cannot be skateboarding and washing a car in a driveway simultaneously	Deček rolka na pomolu med sončnim zahodom.	Fant pere avto na dovozu s soncem visoko na nebu.	Človek ne more istočasno rolkati in prati avtomobila na dovozu
3604383863.jpg#4r1c	contradiction	A woman and a man are amused by headphones.	Two people upset they broke a pair of headphones.	people are more then a woman	Ženska in moški se zabavata nad slušalkami.	Dva vznemirjena človeka sta zlomila slušalke.	ljudje so več kot ženske
3246281818.jpg#4r1n	neutral	Kids scale a wall as two other people watch.	Kids are trying to break out of juvy.	Kids who scale a wall are not necessarily trying to break out of juvy.	Otroci plezajo po steni, medtem ko jih opazujeta drugi osebi.	Otroci poskušajo pobegniti iz mladoletnosti.	Otroci, ki se povzpnejo na steno, ne poskušajo nujno pobegniti iz mladosti.
7712223846.jpg#1r1n	neutral	Neck and neck to the finish line, every competitor has been training for this race.	The competitors are close to tying.	THEY ARE CLOSE	Vsak tekmovalec je treniral za to dirko brez skrbi.	Tekmeca sta blizu izenačenju.	BLIZU SO
4643831103.jpg#3r1c	contradiction	A master chef bakes in front of his student.	A fisherman fishes from a bridge.	It is either a master chef, or a fisherman. They are either baking, or fishing.	Kuharski mojster peče pred svojim učencem.	Ribič lovi ribe z mostu.	Ali je kuharski mojster ali ribič. Ali pečejo, ali lovijo ribe.
1955468182.jpg#4r1c	contradiction	Two men playing instruments.	two people shout at each other.	The people can't play instruments while they shout at each other.	Dva moška, ki igrata instrumente.	dva človeka kričita drug na drugega.	Ljudje ne znajo igrati instrumentov, medtem ko kričijo drug na drugega.
4960755808.jpg#0r1n	neutral	A contestant riding a pony in a rodeo setting is being thrown by the horse, while another cowboy looks on in the arena and spectators watch from behind a fence.	A person is riding a big animal.	A pony is not necessarily a big animal.	Tekmovalca, ki jaha ponija v rodeu, konj vrže, medtem ko drug kavboj opazuje v areni, gledalci pa opazujejo izza ograje.	Človek jaha veliko žival.	Poni ni nujno velika žival.
vg_verb89r1e	entailment	This photograph expresses intangible frustration.	The photograph is not a drawing.	A photograph is made by capturing light and/or color through a camera, but a drawing is made by rubbing material on paper.	Ta fotografija izraža neoprijemljivo frustracijo.	Fotografija ni risba.	Fotografija nastane z zajemanjem svetlobe in/ali barv s fotoaparatom, risba pa z drgnjenjem materiala na papir.
